"claudePath","dsxuPath","c2Action","ownerFamily","primarySignal","finalOwnerPacket","gitStatus","existsInDsxu","finalDecision","closureState","source","requiredAction"
"bridge/bridgeStatusUtil.ts","src/bridge/bridgeStatusUtil.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/bridgeUI.ts","src/bridge/bridgeUI.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/capacityWake.ts","src/bridge/capacityWake.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","memory_context","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/codeSessionApi.ts","src/bridge/codeSessionApi.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/createSession.ts","src/bridge/createSession.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/debugUtils.ts","src/bridge/debugUtils.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/envLessBridgeConfig.ts","src/bridge/envLessBridgeConfig.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/flushGate.ts","src/bridge/flushGate.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/inboundAttachments.ts","src/bridge/inboundAttachments.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/inboundMessages.ts","src/bridge/inboundMessages.ts","adapt_or_exclude_product_specific","experience_ui","memory_context","V20-OGR-06-ui-tui-visible-state","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/initReplBridge.ts","src/bridge/initReplBridge.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/jwtUtils.ts","src/bridge/jwtUtils.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/pollConfig.ts","src/bridge/pollConfig.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","permission_safety","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/pollConfigDefaults.ts","src/bridge/pollConfigDefaults.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/remoteBridgeCore.ts","src/bridge/remoteBridgeCore.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/replBridge.ts","src/bridge/replBridge.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/replBridgeHandle.ts","src/bridge/replBridgeHandle.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"bridge/replBridgeTransport.ts","src/bridge/replBridgeTransport.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/sessionIdCompat.ts","src/bridge/sessionIdCompat.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/sessionRunner.ts","src/bridge/sessionRunner.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/trustedDevice.ts","src/bridge/trustedDevice.ts","adapt_or_exclude_product_specific","permission_gate","coding_workflow","V20-OGR-03-tool-permission-lifecycle","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/types.ts","src/bridge/types.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"bridge/workSecret.ts","src/bridge/workSecret.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-present","no","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/companion.ts","src/buddy/companion.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-09-dsxu-engine-mainline","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/CompanionSprite.tsx","src/buddy/CompanionSprite.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-09-dsxu-engine-mainline","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/prompt.ts","src/buddy/prompt.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-09-dsxu-engine-mainline","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/sprites.ts","src/buddy/sprites.ts","adapt_or_exclude_product_specific","unclassified_support","permission_safety","V20-OGR-09-dsxu-engine-mainline","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/types.ts","src/buddy/types.ts","adapt_or_exclude_product_specific","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"buddy/useBuddyNotification.tsx","src/buddy/useBuddyNotification.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-09-dsxu-engine-mainline","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/exit.ts","src/cli/exit.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/handlers/agents.ts","src/cli/handlers/agents.ts","absorb_into_dsxu_mainline","agent_lifecycle","tool_runtime","V20-OGR-05-agent-task-lifecycle","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"cli/handlers/auth.ts","src/cli/handlers/auth.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/handlers/autoMode.ts","src/cli/handlers/autoMode.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/handlers/mcp.tsx","src/cli/handlers/mcp.tsx","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/handlers/plugins.ts","src/cli/handlers/plugins.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"cli/handlers/util.tsx","src/cli/handlers/util.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/ndjsonSafeStringify.ts","src/cli/ndjsonSafeStringify.ts","review_candidate","unclassified_support","permission_safety","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/print.ts","src/cli/print.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/remoteIO.ts","src/cli/remoteIO.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/structuredIO.ts","src/cli/structuredIO.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/transports/ccrClient.ts","src/cli/transports/ccrClient.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/transports/HybridTransport.ts","src/cli/transports/HybridTransport.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/transports/SerialBatchEventUploader.ts","src/cli/transports/SerialBatchEventUploader.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/transports/SSETransport.ts","src/cli/transports/SSETransport.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"cli/transports/transportUtils.ts","src/cli/transports/transportUtils.ts","review_absorb_as_shared_utility_only_if_imported","support_util","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","SIGNED_BASELINE_HELPER_OR_NOOP","c2-ogr-cross-signoff","no new V20 absorption required unless named owner imports it; no shared utility runtime ownership"
"cli/transports/WebSocketTransport.ts","src/cli/transports/WebSocketTransport.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/transports/WorkerStateUploader.ts","src/cli/transports/WorkerStateUploader.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","c2-ogr-cross-signoff","continue under named owner packet; no review_candidate or other-source holding bucket remains"
"cli/update.ts","src/cli/update.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"commands.ts","src/commands.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-10-entry-query-tool-composition","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"commands/add-dir/add-dir.tsx","src/commands/add-dir/add-dir.tsx","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","c2-full-audit-owner-family-map","do not copy product-specific behavior verbatim; adapt only through named DSXU owner when useful"
"commands/add-dir/index.ts","src/commands/add-dir/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/add-dir/validation.ts","src/commands/add-dir/validation.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/advisor.ts","src/commands/advisor.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/agents/agents.tsx","src/commands/agents/agents.tsx","absorb_into_dsxu_mainline","agent_lifecycle","permission_safety","V20-OGR-05-agent-task-lifecycle","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/agents/index.ts","src/commands/agents/index.ts","absorb_into_dsxu_mainline","agent_lifecycle","agent_lifecycle","V20-OGR-05-agent-task-lifecycle","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/ant-trace/index.js","src/commands/ant-trace/index.js","absorb_into_dsxu_mainline","coding_workflow","telemetry_data","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/autofix-pr/index.js","src/commands/autofix-pr/index.js","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
"commands/backfill-sessions/index.js","src/commands/backfill-sessions/index.js","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","M","yes","C2_MAINLINE_ABSORPTION_SIGNED_BY_NAMED_OWNER","SIGNED_NO_SECOND_RUNTIME","c2-full-audit-owner-family-map","keep under named DSXU owner; no Claude/source side runtime or duplicate entry"
