"statusCode","path","ownerPacket","reviewState","recommendedAction"
"D","src/dsxu/engine/audit_v10_3_strict.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/clean-export-readiness-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/dirty-worktree-review-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/final-release-preflight-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/mainline-dirty-review-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/owner-git-import-use-evidence-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/owner-git-mainline-keep-review-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/owner-git-replace-delete-review-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/pending-deletion-owner-review-rollup-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/pending-deletion-release-excluded-archive-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/pending-deletion-review-lanes-register-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/pending-deletion-review-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/release-closure-board-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/tool-runtime-dirty-review-v1.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/v18-dirty-quarantine-ledger.ts","V20-OGR-02-delete-old-evidence-review-runtime","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/constants/legacyProviderProtocol.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/control-plane/controlCompatProtocol.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/legacy-mainline-dirty-review-v1.test.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/legacy-model-compat-isolation-v1.test.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/legacy-provider-model-migration-boundary-v1.test.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/legacy-mainline-dirty-review-v1.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/bounded-uuid-set.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/dsxu-provider-compat.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/dsxu-remote-permission-bridge.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/dsxu-remote-session-manager.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/dsxu-sdk-message-adapter.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/provider-backend/local-provider-backend.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/c16-shell-full-audit-matrix.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/clean-export-readiness-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/deferred-product-absorption-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/dirty-worktree-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/final-release-preflight-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/legacy-mainline-dirty-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/mainline-dirty-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/owner-git-closure-board-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/owner-git-import-use-evidence-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/owner-git-mainline-keep-review-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/owner-git-replace-delete-review-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/owner-git-signoff-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-control-plane-replacement-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-old-root-shim-replacement-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-owner-review-rollup-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-release-excluded-archive-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-review-lanes-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/pending-deletion-signoff-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/release-closure-board-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/skills-mainline-v1-clean-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/tool-mainline-v1-clean-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/tool-runtime-dirty-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/tool-runtime-duplication-decision-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/integration/harness/workspace-artifact-policy-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/auth/legacyProviderAuth.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/auth/legacyProviderControlAuth.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/config/legacyProviderConfig.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/env/legacyProviderEnv.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/git/legacyProviderAttribution.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProvider1mAccess.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderAdvisorModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderAgentModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderAliases.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderBetas.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderContext.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderContextWindowManager.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderDeprecation.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderEffort.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderFastMode.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderInsightsModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderModelAllowlist.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderModelConfigs.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderModelOptions.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderModelRuntimeCompat.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderPromptCacheEnv.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderSmallModelQuery.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderThinking.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderToolSearchModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderUltraplanModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderUsageLimit.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/model/legacyProviderWebSearchModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/replLauncher.tsx","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/legacy/testing/legacyProviderRateLimitClaim.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/migrations/dsxuLegacyModelMigrations.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/services/mcp/legacyRemoteMcpProvider.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/tools/RemoteTriggerTool/legacyRemoteTriggerProvider.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/utils/model/legacyModelCompat.ts","V20-OGR-02-delete-old-provider-legacy-harness","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/coordinator-mainline-v4-strong.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/coordinator-role-routing-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/deferred-product-absorption-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/experience-store-query-context-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/kairos-session-mainline-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/owner-git-closure-board-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/owner-git-signoff-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/pending-deletion-control-plane-replacement-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/pending-deletion-old-root-shim-replacement-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
"D","src/dsxu/engine/__tests__/pending-deletion-signoff-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","ready-for-delete-signoff-after-owner-review","owner-git-signoff-before-staging-deletion"
