"path","surface","severity","filenameHits","contentHits","lineHits","requiredAction"
"docs/DSXU_V20_DELETION_MUTATION_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","V20","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_DELETION_MUTATION_REVIEW_20260515.md","historical-evidence","allowed-evidence","V20","V20","15","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.md","historical-evidence","allowed-evidence","V20","V20","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_FALSE_COMPLETION_AUDIT_20260515.md","historical-evidence","allowed-evidence","V20","V20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_FULL_CODE_INTEGRATION_ASSESSMENT_20260514.md","historical-evidence","allowed-evidence","V20","V14;V20","29","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_MAINLINE_OWNER_MAP_20260514.md","historical-evidence","allowed-evidence","V20","V20","18","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","historical-evidence","allowed-evidence","V20","v10;v11;V11;V14;v18;V18;v19;v20;V20;v7;V7;v8;v9","391","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OGR01_DOCS_RELEASE_EVIDENCE_SIGNOFF_20260514.md","historical-evidence","allowed-evidence","V20","V20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OGR02_DELETE_PACKET_SIGNOFF_20260514.md","historical-evidence","allowed-evidence","V20","v10;V20","8","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OGR12_REPLACE_DELETE_MUTATION_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","V20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OGR12_SHARED_UTILITY_IMPORT_USE_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","V20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_GAP_MATRIX_20260514.md","historical-evidence","allowed-evidence","V20","V20","11","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","historical-evidence","allowed-evidence","V20","v10;v11;V11;V14;v18;v19;v20;V20","124","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_GIT_REVIEW_REGISTER_REFRESH_20260515.md","historical-evidence","allowed-evidence","V20","V20","24","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_ADJUDICATION_20260515.md","historical-evidence","allowed-evidence","V20","V20","8","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","V20","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_20260515.md","historical-evidence","allowed-evidence","V20","V20","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_20260514.md","historical-evidence","allowed-evidence","V20","v18;V20","44","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_20260515.md","historical-evidence","allowed-evidence","V20","V20","22","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_UPDATE_20260514.md","historical-evidence","allowed-evidence","V20","V20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_P0_SOURCE_CLEANUP_EXECUTION_20260514.md","historical-evidence","allowed-evidence","V20","v10;V10;V14;V15;V18;V20;v6;V6;v9","37","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_P1_PRODUCT_SIGNAL_OWNER_CLEANUP_20260514.md","historical-evidence","allowed-evidence","V20","v10;v18;V18;V20;v6;v9","19","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_PRIORITY_OWNER_PACKET_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","V20","7","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_REAL_GAP_ACCEPTANCE_PROGRESS_20260515.md","historical-evidence","allowed-evidence","V20","v20;V20","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","historical-evidence","allowed-evidence","V20","v20;V20","8","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_REAL_OPERATION_TEST_ACCEPTANCE_20260514.md","historical-evidence","allowed-evidence","V20","v18;V18;v19;V19;V20","33","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V20_RELEASE_SURFACE_OWNER_EXECUTION_20260514.md","historical-evidence","allowed-evidence","V20","V18;V20","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_C2_1902_FULL_EVIDENCE_JOIN_20260515.md","historical-evidence","allowed-evidence","V24","V20;V24","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_CLEAN_EXPORT_ARTIFACT_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_COMPLETED_REACCEPTANCE_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.md","historical-evidence","allowed-evidence","V24","V20;v24;V24","14","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_EXECUTION_BATCH_20260515.md","historical-evidence","allowed-evidence","V24","V24","21","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_EXECUTION_PLAN_20260515.md","historical-evidence","allowed-evidence","V24","V18;V19;V20;v24;V24;V26","237","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_FRESH_INSTALL_RELEASE_SMOKE_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_GITHUB_OPEN_SOURCE_LAUNCH_PACK_20260515.md","historical-evidence","allowed-evidence","V24","V24","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_PRODUCT_BENCHMARK_DATA_PACK_20260515.md","historical-evidence","allowed-evidence","V24","V20;v24;V24","19","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","11","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_SENIOR_CODING_WINDOW_20260515.md","historical-evidence","allowed-evidence","V24","v24;V24","28","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V24_SIX_STAGE_FINAL_TESTS_20260515.md","historical-evidence","allowed-evidence","V24","v18;v20;v24;V24","22","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V26_C2_CAPABILITY_LOSS_BOARD_20260515.md","historical-evidence","allowed-evidence","V26","V20;V26","48","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V26_MASTER_PLAN_20260515.md","historical-evidence","allowed-evidence","V26","v10;V10;V12;V13;V15;v18;V18;v20;V20;v24;V24;v26;V26;v6;V6;V8","87","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.md","historical-evidence","allowed-evidence","V26","v10;V18;v20;V20;v24;v26;V26","53","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/INSTALL.md","other","ok","","V20","3","review before public release if exposed to users"
"docs/RELEASE_RUNBOOK.md","other","ok","","V20","2","review before public release if exposed to users"
"docs/SECURITY_PERMISSION.md","other","ok","","V20","1","review before public release if exposed to users"
"docs/TOOL_SURFACE.md","other","ok","","V20","4","review before public release if exposed to users"
"docs/evidence/assets/legacy-v24/dsxu-v24-acceptance-gates.svg","historical-evidence","allowed-evidence","v24","V24","2","legacy evidence asset retained for traceability; public product assets must use stable names"
"docs/evidence/assets/legacy-v24/dsxu-v24-release-readiness.svg","historical-evidence","allowed-evidence","v24","V24","2","legacy evidence asset retained for traceability; public product assets must use stable names"
"docs/evidence/assets/legacy-v24/dsxu-v24-routing-mix.svg","historical-evidence","allowed-evidence","v24","V24","2","legacy evidence asset retained for traceability; public product assets must use stable names"
"docs/generated/DSXU_V20_ACL_RESIDUE_CLOSURE_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v10","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_CLOSURE_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v10;v20","7","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_PREFLIGHT_20260515.csv","historical-evidence","allowed-evidence","V20","v10","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_PREFLIGHT_20260515.json","historical-evidence","allowed-evidence","V20","v10;v20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_REVIEW_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_REVIEW_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_SIGNOFF_20260515.csv","historical-evidence","allowed-evidence","V20","v10","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_ACL_RESIDUE_SIGNOFF_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_BATCH_CLOSURE_BOARD_20260514.csv","historical-evidence","allowed-evidence","V20","V18;V20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_BATCH_CLOSURE_BOARD_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V18;v20;V20","15","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_BLOCKER_ACTION_BOARD_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_BLOCKER_ACTION_BOARD_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_FINAL_ABSORPTION_SIGNOFF_20260515.csv","historical-evidence","allowed-evidence","V20","V20","1902","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_FINAL_ABSORPTION_SIGNOFF_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_FULL_OWNER_EXECUTION_20260514.csv","historical-evidence","allowed-evidence","V20","V20","1902","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_FULL_OWNER_EXECUTION_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","7","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_FUNCTION_LOSS_REVIEW_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_OGR_CROSS_SIGNOFF_20260514.csv","historical-evidence","allowed-evidence","V20","V20","320","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_OGR_CROSS_SIGNOFF_20260515.csv","historical-evidence","allowed-evidence","V20","V20","320","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_OGR_CROSS_SIGNOFF_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","14","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_C2_OGR_CROSS_SIGNOFF_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLAUDE_SRC_FILE_AUDIT_20260514.csv","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLEAN_EXPORT_PREFLIGHT_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLEAN_EXPORT_PREFLIGHT_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLOSURE_BATCH_RUN_20260515.csv","historical-evidence","allowed-evidence","V20","v20;V20","35","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLOSURE_BATCH_RUN_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","21","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_CLOSURE_BOARD_20260515.json","historical-evidence","allowed-evidence","V20","v11;v18;v19;v20;V20;v7;v8","45","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_BRAND_ADJUDICATION_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_BRAND_ADJUDICATION_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_BRAND_SCAN_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v11;v12;v18;V18;v19;v20;V20;v6;v7;v8","112","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_BRAND_SCAN_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_RELEASE_PREFLIGHT_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_COMMERCIAL_IP_RELEASE_PREFLIGHT_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETE_STATE_OWNER_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","v10;v18;V20","146","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETE_STATE_OWNER_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETION_GIT_MUTATION_SIGNOFF_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v18;V20","147","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETION_GIT_MUTATION_SIGNOFF_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","13","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETION_MUTATION_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","v10;v18;V20","146","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETION_MUTATION_REVIEW_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v18;V20","147","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_DELETION_MUTATION_REVIEW_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","13","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","15","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_FINAL_PREFLIGHT_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_FINAL_PREFLIGHT_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_HIGH_RISK_RUNTIME_OWNER_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","9","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_LIVE_CACHE_PREFIX_SMOKE_20260515.json","historical-evidence","allowed-evidence","V20","v18;v19;v20","8","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_LIVE_PROVIDER_GATE_20260515.json","historical-evidence","allowed-evidence","V20","v18;v20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_MCP_DOCTOR_REAL_GAP_SMOKE_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR01_DOCS_RELEASE_EVIDENCE_SIGNOFF_20260514.csv","historical-evidence","allowed-evidence","V20","V20","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR01_DOCS_RELEASE_EVIDENCE_SIGNOFF_20260515.csv","historical-evidence","allowed-evidence","V20","V20","46","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR01_DOCS_RELEASE_EVIDENCE_SIGNOFF_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR01_DOCS_RELEASE_EVIDENCE_SIGNOFF_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR12_REPLACE_DELETE_MUTATION_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR12_REPLACE_DELETE_MUTATION_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR12_SHARED_UTILITY_IMPORT_USE_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","v18;v8","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR12_SHARED_UTILITY_IMPORT_USE_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR13_OWNER_REMAP_20260514.csv","historical-evidence","allowed-evidence","V20","V20","91","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OGR13_OWNER_REMAP_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_AUTHORIZATION_BOARD_20260515.csv","historical-evidence","allowed-evidence","V20","V20","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_AUTHORIZATION_BOARD_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","24","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_MUTATION_COMMAND_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v18;v20;V20","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_MUTATION_COMMAND_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v18;v20;V20","118","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20;v24;V24","175","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_PRODUCT_STAGE_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v11;v18;v19;v20;V20;v6;v7;v8;v9","1746","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_PRODUCT_STAGE_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_REVIEW_REGISTER_20260514.csv","historical-evidence","allowed-evidence","V20","v10;v11;v18;v19;v20;V20;v6;v7;v8;v9","1824","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_REVIEW_REGISTER_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v11;v18;v19;v20;V20;v6;v7;v8;v9","1893","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","18","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_REVIEW_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v11;v20;V20","23","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_STAGE_EXECUTION_20260515.csv","historical-evidence","allowed-evidence","V20","v18;v19;v20;V20","87","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_STAGE_EXECUTION_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_STAGE_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v10;v18;V20","147","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_GIT_STAGE_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v10;v18;v20;V20","26","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_ADJUDICATION_20260515.csv","historical-evidence","allowed-evidence","V20","V20","59","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_ADJUDICATION_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
