statusCode,path,exists,directImportCount,activeSrcImportCount,testImportCount,scriptImportCount,otherImportCount,decision,sampleImporters
"M","src/services/dsxuLimits.ts","yes","13","13","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/mockRateLimitsProviderMigration/providerMigrationMockRateLimits.ts;src/cli/print.ts;src/commands/cost/cost.ts;src/components/StatusLine.tsx;src/hooks/notifs/useRateLimitWarningNotification.tsx;src/main.tsx;src/services/PromptSuggestion/promptSuggestion.ts;src/services/api/dsxuTransport.ts"
"M","src/services/dsxuLimitsHook.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/rate-limit-options/rate-limit-options.tsx;src/components/PromptInput/Notifications.tsx;src/components/messages/RateLimitMessage.tsx;src/hooks/notifs/useRateLimitWarningNotification.tsx"
"M","src/services/embedding/store.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/embedding/index.ts"
"M","src/services/experience/self-rag.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/experience/index.ts"
"M","src/services/experience/store.ts","yes","3","2","1","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/dsxu/integration/__tests__/integration.test.ts;src/services/experience/index.ts;src/services/experience/self-rag.ts"
"M","src/services/extractMemories/extractMemories.ts","yes","7","7","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/cli/print.ts;src/query/stopHooks.ts;src/query/stopHooks.ts;src/services/autoDream/autoDream.ts;src/utils/backgroundHousekeeping.ts;src/utils/backgroundHousekeeping.ts"
"M","src/services/extractMemories/prompts.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/extractMemories/extractMemories.ts"
"M","src/services/internalLogging.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/services/compact/compact.ts"
"M","src/services/lsp/config.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/LSPServerManager.ts"
"M","src/services/lsp/LSPClient.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/LSPServerInstance.ts;src/services/lsp/LSPServerInstance.ts"
"M","src/services/lsp/LSPDiagnosticRegistry.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/passiveFeedback.ts;src/tools/FileEditTool/FileEditTool.ts;src/tools/FileWriteTool/FileWriteTool.ts;src/utils/attachments.ts"
"M","src/services/lsp/LSPServerInstance.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/LSPServerManager.ts"
"M","src/services/lsp/LSPServerManager.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/manager.ts;src/services/lsp/passiveFeedback.ts"
"M","src/services/lsp/passiveFeedback.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/lsp/manager.ts"
"M","src/services/MagicDocs/magicDocs.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/backgroundHousekeeping.ts"
"M","src/services/MagicDocs/prompts.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/MagicDocs/magicDocs.ts"
"M","src/services/mockRateLimits.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/auth/dsxuProviderAuth.ts;src/services/rateLimitMocking.ts"
"M","src/services/mutation/operators.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/mutation/index.ts;src/services/mutation/index.ts"
"M","src/services/notifier.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/ConsoleOAuthFlow.tsx;src/hooks/useInboxPoller.ts;src/hooks/useNotifyAfterTimeout.ts;src/screens/REPL.tsx"
"M","src/services/policyLimits/index.ts","yes","14","14","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/commands/feedback/index.ts;src/commands/login/login.tsx;src/commands/logout/logout.tsx;src/commands/remote-env/index.ts;src/commands/remote-setup/index.ts;src/components/FeedbackSurvey/useFeedbackSurvey.tsx;src/components/FeedbackSurvey/useMemorySurvey.tsx"
"M","src/services/policyLimits/types.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/policyLimits/index.ts"
"M","src/services/PromptSuggestion/promptSuggestion.ts","yes","6","6","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/components/PromptInput/PromptInput.tsx;src/main.tsx;src/query/stopHooks.ts;src/services/PromptSuggestion/speculation.ts;src/state/AppStateStore.ts"
"M","src/services/PromptSuggestion/speculation.ts","yes","6","6","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/PromptInput/PromptInput.tsx;src/hooks/usePromptSuggestion.ts;src/screens/REPL.tsx;src/services/PromptSuggestion/promptSuggestion.ts;src/tasks/LocalAgentTask/LocalAgentTask.tsx;src/tasks/LocalShellTask/LocalShellTask.tsx"
"M","src/services/rateLimitMocking.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/messages/RateLimitMessage.tsx;src/services/api/errors.ts;src/services/api/withRetry.ts;src/services/dsxuLimits.ts"
"M","src/services/remoteManagedSettings/index.ts","yes","7","7","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/commands/login/login.tsx;src/commands/logout/logout.tsx;src/entrypoints/init.ts;src/entrypoints/init.ts;src/main.tsx;src/main.tsx"
"M","src/services/remoteManagedSettings/securityCheck.tsx","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/remoteManagedSettings/index.ts"
"M","src/services/remoteManagedSettings/syncCache.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/remoteManagedSettings/index.ts;src/utils/managedEnv.ts"
"M","src/services/remoteManagedSettings/syncCacheState.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/remoteManagedSettings/index.ts;src/services/remoteManagedSettings/syncCache.ts;src/utils/settings/settings.ts"
"M","src/services/remoteManagedSettings/types.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/remoteManagedSettings/index.ts"
"M","src/services/SessionMemory/prompts.ts","yes","3","2","1","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/dsxu/engine/__tests__/v8-memory-resume-v1.test.ts;src/services/SessionMemory/sessionMemory.ts;src/services/compact/sessionMemoryCompact.ts"
"M","src/services/SessionMemory/sessionMemory.ts","yes","2","1","1","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/dsxu/engine/__tests__/v8-memory-resume-v1.test.ts;src/setup.ts"
"M","src/services/SessionMemory/sessionMemoryUtils.ts","yes","6","6","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/compact/compact.ts;src/services/SessionMemory/sessionMemory.ts;src/services/awaySummary.ts;src/services/compact/autoCompact.ts;src/services/compact/sessionMemoryCompact.ts;src/skills/bundled/skillify.ts"
"M","src/services/settingsSync/index.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/commands/reload-plugins/reload-plugins.ts;src/main.tsx"
"M","src/services/settingsSync/types.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/settingsSync/index.ts"
"M","src/services/static-analysis/parsers/tsc.ts","yes","2","1","1","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/static-analysis/__tests__/parsers/tsc.test.ts;src/services/static-analysis/runner.ts"
"M","src/services/tips/tipHistory.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/tips/tipRegistry.ts;src/services/tips/tipScheduler.ts"
"M","src/services/tips/tipRegistry.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/services/tips/tipScheduler.ts"
"M","src/services/tips/tipScheduler.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/screens/REPL.tsx"
"M","src/services/toolUseSummary/toolUseSummaryGenerator.ts","yes","4","1","3","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/dsxu/engine/__tests__/mainline-tool-adapter-v1.test.ts;src/dsxu/engine/__tests__/tool-use-summary-governance-v1.test.ts;src/dsxu/engine/__tests__/v8-real-mcp-server-v1.test.ts;src/query.ts"
"M","src/services/vcr.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/api/dsxuTransport.ts;src/services/tokenEstimation.ts"
"M","src/services/voice.ts","yes","6","6","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/voice/voice.ts;src/commands/voice/voice.ts;src/hooks/useVoice.ts;src/hooks/useVoice.ts;src/hooks/useVoice.ts;src/tools/ConfigTool/ConfigTool.ts"
"M","src/services/voiceKeyterms.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/hooks/useVoice.ts"
"M","src/services/voiceStreamSTT.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/voice/voice.ts;src/hooks/useVoice.ts;src/tools/ConfigTool/ConfigTool.ts"
"M","src/utils/advisor.ts","yes","8","8","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/advisor.ts;src/components/Message.tsx;src/components/Messages.tsx;src/components/messages/AdvisorMessage.tsx;src/cost-tracker.ts;src/main.tsx;src/services/api/dsxuTransport.ts;src/utils/messages.ts"
"M","src/utils/analyzeContext.ts","yes","6","6","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/context/context-noninteractive.ts;src/commands/context/context.tsx;src/components/ContextVisualization.tsx;src/utils/contextSuggestions.ts;src/utils/doctorContextWarnings.ts;src/utils/toolSearch.ts"
"M","src/utils/asciicast.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/screens/REPL.tsx;src/screens/ResumeConversation.tsx;src/utils/sessionRestore.ts"
"M","src/utils/attachments.ts","yes","23","23","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/buddy/prompt.ts;src/components/DiagnosticsDisplay.tsx;src/components/messages/AttachmentMessage.tsx;src/components/messages/nullRenderingAttachments.ts;src/dsxu/integration/harness/task-notification-processing-v1-harness.ts;src/query.ts;src/query/stopHooks.ts;src/screens/REPL.tsx"
"M","src/utils/attribution.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/commit-push-pr.ts;src/commands/commit.ts;src/tools/BashTool/prompt.ts"
"M","src/utils/autoRunIssue.tsx","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/screens/REPL.tsx"
"M","src/utils/autoUpdater.ts","yes","14","14","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/update.ts;src/components/AutoUpdater.tsx;src/components/AutoUpdaterWrapper.tsx;src/components/NativeAutoUpdater.tsx;src/components/NativeAutoUpdater.tsx;src/components/PackageManagerAutoUpdater.tsx;src/components/PromptInput/Notifications.tsx;src/components/PromptInput/PromptInput.tsx"
"M","src/utils/background/remote/preconditions.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/TeleportError.tsx;src/skills/bundled/scheduleRemoteAgents.ts;src/utils/background/remote/remoteSession.ts;src/utils/teleport.tsx"
"M","src/utils/background/remote/remoteSession.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tasks/RemoteAgentTask/RemoteAgentTask.tsx"
"M","src/utils/backgroundHousekeeping.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/screens/REPL.tsx"
"M","src/utils/bash/ast.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/BashTool/BashTool.tsx;src/tools/BashTool/bashPermissions.ts;src/tools/BashTool/pathValidation.ts"
"M","src/utils/bash/bashParser.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/bash/ast.ts;src/utils/bash/parser.ts"
"M","src/utils/bash/commands.ts","yes","14","14","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/permissions/BashPermissionRequest/bashToolUseOptions.tsx;src/components/permissions/hooks.ts;src/tools/BashTool/BashTool.tsx;src/tools/BashTool/bashCommandHelpers.ts;src/tools/BashTool/bashPermissions.ts;src/tools/BashTool/commandSemantics.ts;src/tools/BashTool/modeValidation.ts;src/tools/BashTool/pathValidation.ts"
"M","src/utils/bash/heredoc.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/BashTool/bashSecurity.ts;src/utils/bash/commands.ts"
"M","src/utils/bash/ParsedCommand.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/BashTool/bashCommandHelpers.ts;src/tools/BashTool/bashSecurity.ts"
"M","src/utils/bash/parser.ts","yes","8","8","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/BashTool/bashCommandHelpers.ts;src/tools/BashTool/bashPermissions.ts;src/utils/bash/ParsedCommand.ts;src/utils/bash/ParsedCommand.ts;src/utils/bash/ParsedCommand.ts;src/utils/bash/ast.ts;src/utils/bash/ast.ts;src/utils/bash/prefix.ts"
"M","src/utils/bash/ShellSnapshot.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/shell/bashProvider.ts"
"M","src/utils/bash/treeSitterAnalysis.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/BashTool/bashSecurity.ts;src/utils/bash/ParsedCommand.ts"
"M","src/utils/betas.ts","yes","15","15","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/auth/dsxuProviderAuth.ts;src/cli/print.ts;src/commands/logout/logout.tsx;src/constants/prompts.ts;src/main.tsx;src/services/analytics/metadata.ts;src/services/api/dsxuTransport.ts;src/services/api/dsxuTransport.ts"
"M","src/utils/cleanup.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/backgroundHousekeeping.ts"
"M","src/utils/collapseReadSearch.ts","yes","8","8","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/MessageRow.tsx;src/components/Messages.tsx;src/components/Spinner/TeammateSpinnerLine.tsx;src/components/TaskListV2.tsx;src/components/messages/CollapsedReadSearchContent.tsx;src/components/tasks/taskStatusUtils.tsx;src/tasks/LocalAgentTask/LocalAgentTask.tsx;src/tools/AgentTool/UI.tsx"
"M","src/utils/commitAttribution.ts","yes","12","12","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/QueryEngine.ts;src/Tool.ts;src/cli/print.ts;src/main.tsx;src/screens/REPL.tsx;src/screens/REPL.tsx;src/setup.ts;src/state/AppStateStore.ts"
"M","src/utils/computerUse/computerUseLock.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/computerUse/cleanup.ts;src/utils/computerUse/wrapper.tsx"
"M","src/utils/computerUse/executor.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/computerUse/cleanup.ts;src/utils/computerUse/hostAdapter.ts"
"M","src/utils/computerUse/gates.ts","yes","5","5","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/utils/computerUse/hostAdapter.ts;src/utils/computerUse/mcpServer.ts;src/utils/computerUse/setup.ts;src/utils/computerUse/wrapper.tsx"
"M","src/utils/computerUse/wrapper.tsx","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/mcp/client.ts;src/services/mcp/client.ts"
"M","src/utils/concurrentSessions.ts","yes","7","7","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/exit/exit.tsx;src/main.tsx;src/screens/REPL.tsx;src/screens/ResumeConversation.tsx;src/services/tips/tipRegistry.ts;src/utils/sessionRestore.ts;src/utils/sessionStorage.ts"
"M","src/utils/config.ts","yes","187","187","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/analytics/featureFlags.ts;src/services/auth/dsxuBillingAccess.ts;src/services/auth/dsxuProviderAuth.ts;src/services/mcp/providerConnectorMigration.ts;src/utils/model/providerMigration/providerMigrationContext.ts;src/utils/model/providerMigration/providerMigrationModelOptions.ts;src/QueryEngine.ts;src/buddy/CompanionSprite.tsx"
"M","src/utils/context.ts","yes","18","18","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/model/providerMigration/providerMigrationBetas.ts;src/utils/model/providerMigration/providerMigrationModel.ts;src/utils/model/providerMigration/providerMigrationModelOptions.ts;src/components/StatusLine.tsx;src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx;src/cost-tracker.ts;src/main.tsx;src/query.ts"
"M","src/utils/conversationRecovery.ts","yes","8","8","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/components/TeleportResumeWrapper.tsx;src/dialogLaunchers.tsx;src/hooks/useTeleportResume.tsx;src/main.tsx;src/screens/REPL.tsx;src/screens/ResumeConversation.tsx;src/utils/teleport.tsx"
"M","src/utils/cron.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/tools/ScheduleCronTool/CronCreateTool.ts;src/tools/ScheduleCronTool/CronListTool.ts;src/utils/cronScheduler.ts;src/utils/cronTasks.ts"
"M","src/utils/cronJitterConfig.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/cli/print.ts;src/hooks/useScheduledTasks.ts"
"M","src/utils/cronScheduler.ts","yes","4","4","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/cli/print.ts;src/cli/print.ts;src/hooks/useScheduledTasks.ts"
"M","src/utils/crossProjectResume.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/resume/resume.tsx;src/screens/ResumeConversation.tsx"
"M","src/utils/Cursor.ts","yes","7","7","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/components/PromptInput/PromptInput.tsx;src/hooks/useSearchInput.ts;src/hooks/useTextInput.ts;src/hooks/useVimInput.ts;src/vim/motions.ts;src/vim/operators.ts;src/vim/textObjects.ts"
"M","src/utils/cwd.ts","yes","106","105","1","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/QueryEngine.ts;src/cli/handlers/agents.ts;src/cli/print.ts;src/commands/export/export.tsx;src/commands/files/files.ts;src/commands/ide/ide.tsx;src/components/DiagnosticsDisplay.tsx;src/components/ExportDialog.tsx"
"M","src/utils/debug.ts","yes","349","349","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/services/analytics/featureFlags.ts;src/services/auth/dsxuProviderAuth.ts;src/services/bridge/dsxuRemoteSessionCoordinator.ts;src/services/bridge/dsxuSdkMessageProjection.ts;src/services/mcp/providerConnectorMigration.ts;src/assistant/sessionHistory.ts;src/cli/handlers/auth.ts;src/cli/print.ts"
"M","src/utils/debugFilter.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/debug.ts"
"M","src/utils/deepLink/banner.ts","yes","2","2","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/main.tsx;src/utils/deepLink/protocolHandler.ts"
"M","src/utils/deepLink/registerProtocol.ts","yes","3","3","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/backgroundHousekeeping.ts;src/utils/backgroundHousekeeping.ts;src/utils/deepLink/protocolHandler.ts"
"M","src/utils/deepLink/terminalLauncher.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/utils/deepLink/protocolHandler.ts"
"D","src/utils/desktopDeepLink.ts","no","0","0","0","0","0","DELETE_STATE_REVIEW_KEEP_DELETED",""
"M","src/utils/detectRepository.ts","yes","11","11","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/commands/review/reviewRemote.ts;src/components/ResumeTask.tsx;src/entrypoints/init.ts;src/skills/bundled/scheduleRemoteAgents.ts;src/utils/background/remote/preconditions.ts;src/utils/background/remote/remoteSession.ts;src/utils/git.ts;src/utils/gitDiff.ts"
"M","src/utils/diagLogs.ts","yes","28","28","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/print.ts;src/cli/remoteIO.ts;src/cli/structuredIO.ts;src/cli/transports/HybridTransport.ts;src/cli/transports/SSETransport.ts;src/cli/transports/WebSocketTransport.ts;src/cli/transports/ccrClient.ts;src/context.ts"
"M","src/utils/doctorContextWarnings.ts","yes","1","1","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/screens/Doctor.tsx"
"M","src/utils/doctorDiagnostic.ts","yes","7","7","0","0","0","KEEP_MAINLINE_IMPORTED_UTILITY","src/cli/update.ts;src/components/AutoUpdater.tsx;src/components/AutoUpdaterWrapper.tsx;src/hooks/notifs/useNpmDeprecationNotification.tsx;src/screens/Doctor.tsx;src/utils/nativeInstaller/installer.ts;src/utils/status.tsx"
