sourceDoc,sourceLines,signalCategory,summary,targetOwner,targetV6WorkPackage,alreadyCovered,missingRuntime,missingTest,promptAllowed,claimAllowed,archiveAfterExtraction
docs/CONFIGURATION.md,1-77,agent-skill-mcp,"agent-multi-window-orchestration extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/CONFIGURATION.md,1-77,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/CONFIGURATION.md,1-77,verification-recovery,"verification-recovery-gates extracted from active-public-doc; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,false,false,false,false,false
docs/CONFIGURATION.md,1-77,context-memory-ledger,"context-memory-ledger extracted from active-public-doc; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,false,false,false,false,false
docs/CONFIGURATION.md,1-77,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from active-public-doc; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,false,false,false,false,false
docs/CONFIGURATION.md,1-77,release-claim-boundary,"claim-boundary-and-public-wording extracted from active-public-doc; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,false,true,false,false,false
docs/CONFIGURATION.md,1-77,release-claim-boundary,"release-ip-brand-risk extracted from active-public-doc; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,false,true,false,false,false
docs/CONFIGURATION.md,1-77,tui-trust-surface,"tui-visible-state-experience extracted from active-public-doc; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,false,false,false,false,false
docs/CONTRIBUTING.md,1-53,agent-skill-mcp,"agent-multi-window-orchestration extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/CONTRIBUTING.md,1-53,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/CONTRIBUTING.md,1-53,tool-protocol,"tool-protocol-and-schema extracted from active-public-doc; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,false,false,false,false,false
docs/CONTRIBUTING.md,1-53,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from active-public-doc; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,false,false,false,false,false
docs/CONTRIBUTING.md,1-53,release-claim-boundary,"claim-boundary-and-public-wording extracted from active-public-doc; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,false,true,false,false,false
docs/CONTRIBUTING.md,1-53,release-claim-boundary,"release-ip-brand-risk extracted from active-public-doc; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,false,true,false,false,false
docs/CONTRIBUTING.md,1-53,scenario-replay,"scenario-test-corpus extracted from active-public-doc; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,false,true,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,prompt-discipline,"prompt-behavior-discipline extracted from active-reference; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,true,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,agent-skill-mcp,"agent-multi-window-orchestration extracted from active-reference; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from active-reference; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,tool-protocol,"tool-protocol-and-schema extracted from active-reference; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,verification-recovery,"verification-recovery-gates extracted from active-reference; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,context-memory-ledger,"context-memory-ledger extracted from active-reference; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from active-reference; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from active-reference; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,release-claim-boundary,"claim-boundary-and-public-wording extracted from active-reference; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,release-claim-boundary,"release-ip-brand-risk extracted from active-reference; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DEEPSEEK_V4_CAPABILITIES.md,1-52,scenario-replay,"scenario-test-corpus extracted from active-reference; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,false
docs/DOCTOR_HEALTH.md,1-58,agent-skill-mcp,"agent-multi-window-orchestration extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/DOCTOR_HEALTH.md,1-58,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from active-public-doc; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,false,false,false,false,false
docs/DOCTOR_HEALTH.md,1-58,tool-protocol,"tool-protocol-and-schema extracted from active-public-doc; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,false,false,false,false,false
docs/DOCTOR_HEALTH.md,1-58,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from active-public-doc; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,false,false,false,false,false
docs/DOCTOR_HEALTH.md,1-58,release-claim-boundary,"release-ip-brand-risk extracted from active-public-doc; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,false,true,false,false,false
docs/DOCTOR_HEALTH.md,1-58,scenario-replay,"scenario-test-corpus extracted from active-public-doc; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,false,true,false,false,false
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,agent-skill-mcp,"agent-multi-window-orchestration extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,tool-protocol,"tool-protocol-and-schema extracted from evidence-audit; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,verification-recovery,"verification-recovery-gates extracted from evidence-audit; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from evidence-audit; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from evidence-audit; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,release-claim-boundary,"claim-boundary-and-public-wording extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,release-claim-boundary,"release-ip-brand-risk extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_AGENT_MCP_SKILL_BOUNDARY_ACCEPTANCE_20260516.md,1-49,scenario-replay,"scenario-test-corpus extracted from evidence-audit; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,agent-skill-mcp,"agent-multi-window-orchestration extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,context-memory-ledger,"context-memory-ledger extracted from evidence-audit; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from evidence-audit; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from evidence-audit; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,release-claim-boundary,"claim-boundary-and-public-wording extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,release-claim-boundary,"release-ip-brand-risk extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,tui-trust-surface,"tui-visible-state-experience extracted from evidence-audit; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_BLOCKED_CLAIM_CORPUS_20260517.md,1-71,scenario-replay,"scenario-test-corpus extracted from evidence-audit; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,prompt-discipline,"prompt-behavior-discipline extracted from evidence-audit; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,context-memory-ledger,"context-memory-ledger extracted from evidence-audit; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from evidence-audit; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,release-claim-boundary,"claim-boundary-and-public-wording extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,release-claim-boundary,"release-ip-brand-risk extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.md,1-118,scenario-replay,"scenario-test-corpus extracted from evidence-audit; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,agent-skill-mcp,"agent-multi-window-orchestration extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,verification-recovery,"verification-recovery-gates extracted from evidence-audit; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from evidence-audit; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from evidence-audit; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,release-claim-boundary,"claim-boundary-and-public-wording extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,release-claim-boundary,"release-ip-brand-risk extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,tui-trust-surface,"tui-visible-state-experience extracted from evidence-audit; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.md,1-56,scenario-replay,"scenario-test-corpus extracted from evidence-audit; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,agent-skill-mcp,"agent-multi-window-orchestration extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,verification-recovery,"verification-recovery-gates extracted from evidence-audit; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,context-memory-ledger,"context-memory-ledger extracted from evidence-audit; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from evidence-audit; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from evidence-audit; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,release-claim-boundary,"claim-boundary-and-public-wording extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,release-claim-boundary,"release-ip-brand-risk extracted from evidence-audit; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,tui-trust-surface,"tui-visible-state-experience extracted from evidence-audit; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_CAPABILITY_COST_CROSSWALK_20260516.md,1-111,scenario-replay,"scenario-test-corpus extracted from evidence-audit; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,prompt-discipline,"prompt-behavior-discipline extracted from active-registry-source; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,agent-skill-mcp,"agent-multi-window-orchestration extracted from active-registry-source; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from active-registry-source; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,verification-recovery,"verification-recovery-gates extracted from active-registry-source; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,context-memory-ledger,"context-memory-ledger extracted from active-registry-source; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from active-registry-source; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from active-registry-source; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,release-claim-boundary,"claim-boundary-and-public-wording extracted from active-registry-source; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,release-claim-boundary,"release-ip-brand-risk extracted from active-registry-source; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,tui-trust-surface,"tui-visible-state-experience extracted from active-registry-source; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,false
docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md,1-314,scenario-replay,"scenario-test-corpus extracted from active-registry-source; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,prompt-discipline,"prompt-behavior-discipline extracted from manual-review; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,agent-skill-mcp,"agent-multi-window-orchestration extracted from manual-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from manual-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,tool-protocol,"tool-protocol-and-schema extracted from manual-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,verification-recovery,"verification-recovery-gates extracted from manual-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,context-memory-ledger,"context-memory-ledger extracted from manual-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from manual-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from manual-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,release-claim-boundary,"claim-boundary-and-public-wording extracted from manual-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,release-claim-boundary,"release-ip-brand-risk extracted from manual-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,tui-trust-surface,"tui-visible-state-experience extracted from manual-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,false
docs/DSXU_COMMAND_CATALOG_20260518.md,1-170,scenario-replay,"scenario-test-corpus extracted from manual-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,false
docs/DSXU_DAG_OWNER_REVIEW_20260517.md,1-141,agent-skill-mcp,"agent-multi-window-orchestration extracted from evidence-audit; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_DAG_OWNER_REVIEW_20260517.md,1-141,verification-recovery,"verification-recovery-gates extracted from evidence-audit; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_DAG_OWNER_REVIEW_20260517.md,1-141,context-memory-ledger,"context-memory-ledger extracted from evidence-audit; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
