"Path","Exists","Count","Category","Phase","Owner","Decision","Signal"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:242:// Legacy provider production API only serves the ""production"" GrowthBook environment"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:245:function getEnvironmentForGrowthBook(): string {"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:250: * Log a GrowthBook experiment assignment event to 1P."
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:253: * @param data - GrowthBook experiment assignment data"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:285:    environment: getEnvironmentForGrowthBook(),"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:290:      `[DSXU internal] 1P GrowthBook experiment: ${data.experimentId} variation=${data.variationId}`,"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:295:    body: 'growthbook_experiment',"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:323:  // Fetch batch processor configuration from GrowthBook dynamic config"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:327:  profileCheckpoint('1p_event_after_growthbook_config')"
"src\services\analytics\firstPartyEventLogger.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\firstPartyEventLogger.ts:438:    // Restore so the next GrowthBook refresh can retry. oldProvider was"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:1:import { GrowthBook } from '@growthbook/growthbook'"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:29: * User attributes sent to GrowthBook for targeting."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:30: * Uses UUID suffix (not Uuid) to align with GrowthBook conventions."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:57:let client: GrowthBook | null = null"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:83:// When GrowthBook is re-initializing (e.g., after auth change), security gate checks"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:86:// Listeners notified when GrowthBook feature values refresh (initial init or"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:117: * Register a callback to fire when GrowthBook feature values refresh."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:150: * Parse env var overrides for GrowthBook features."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:170:            `GrowthBook: Using env var overrides for ${Object.keys(envOverrides!).length} features: ${Object.keys(envOverrides!).join(', ')}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:175:              `GrowthBook: Failed to parse legacy feature override env: ${raw}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:211: * Enumerate all known GrowthBook features and their current resolved values"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:218:  return getGlobalConfig().cachedGrowthBookFeatures ?? {}"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:297: * Process a remote eval payload from the GrowthBook server and populate"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:308:  gbClient: GrowthBook,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:385:  if (isEqual(config.cachedGrowthBookFeatures, fresh)) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:390:    cachedGrowthBookFeatures: fresh,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:394: * Check if GrowthBook operations should be enabled"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:396:function isGrowthBookEnabled(): boolean {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:397:  // GrowthBook depends on 1P event logging."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:405: * organizationUUID/accountUUID/email are all absent from GrowthBook"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:424: * Get user attributes for GrowthBook from CoreUserData"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:429:  // This ensures GrowthBook targeting by email works regardless of auth method."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:456: * Get or create the GrowthBook client instance"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:458:const getGrowthBookClient = memoize("
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:459:  (): { client: GrowthBook; initialized: Promise<void> } | null => {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:460:    if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:467:        `GrowthBook: Creating client with clientKey=${clientKey}, attributes: ${jsonStringify(attributes)}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:490:    const thisClient = new GrowthBook({"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:505:              logForDebugging(`GrowthBook: ${msg} ${jsonStringify(ctx)}`)"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:523:              'GrowthBook: Skipping init callback for replaced client',"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:530:            `GrowthBook initialized successfully, source: ${result.source}, success: ${result.success}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:556:              `GrowthBook loaded ${featureKeys.length} features: ${featureKeys.slice(0, 10).join(', ')}${featureKeys.length > 10 ? '...' : ''}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:575: * Initialize GrowthBook client (blocks until ready)"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:578:  async (): Promise<GrowthBook | null> => {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:579:    let clientWrapper = getGrowthBookClient()"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:596:              'GrowthBook: Auth became available after client creation, reinitializing',"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:602:          clientWrapper = getGrowthBookClient()"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:634:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:654:      `GrowthBook: getFeatureValue(""${feature}"") = ${jsonStringify(result)}`,"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:661: * This function blocks on GrowthBook initialization which can slow down startup."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:690:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:709:    const cached = getGlobalConfig().cachedGrowthBookFeatures?.[feature]"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:729: * Check a Statsig feature gate value via GrowthBook, with fallback to Statsig cache."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:731: * **MIGRATION ONLY**: This function is for migrating existing Statsig gates to GrowthBook."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:734: * - Checks GrowthBook disk cache first"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:753:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:763:  // First check GrowthBook cache, then fall back to Statsig cache for migration"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:765:  const gbCached = config.cachedGrowthBookFeatures?.[gate]"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:778: * - If GrowthBook is re-initializing (e.g., after login), waits for it to complete"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:779: * - Otherwise, returns cached value immediately (Statsig cache first, then GrowthBook)"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:796:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:810:  // Then check GrowthBook cache"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:811:  const gbCached = config.cachedGrowthBookFeatures?.[gate]"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:822: * Slow path: if disk says `false`/missing, await GrowthBook init and fetch the"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:843:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:847:  const cached = getGlobalConfig().cachedGrowthBookFeatures?.[gate]"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:861: * Refresh GrowthBook after auth changes (login/logout)."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:863: * NOTE: This must destroy and recreate the client because GrowthBook's"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:867:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:884:    // helpers throw (getGrowthBookClient, getAuthHeaders, resetFeatureFlags ...    // clientWrapper.initialized itself has its own .catch so never rejects),"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:903: * Reset GrowthBook client state (primarily for testing)"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:924:  getGrowthBookClient.cache?.clear?.()"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:930:const GROWTHBOOK_REFRESH_INTERVAL_MS ="
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:944:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:959:          'GrowthBook: Skipping refresh processing for replaced client',"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:972:      logForDebugging('GrowthBook: Light refresh completed')"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:990: * Set up periodic refresh of GrowthBook features."
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:997:  if (!isGrowthBookEnabled()) {"
"src\services\analytics\featureFlags.ts","True","1","p1-product-specific-signal-GrowthBook","P1","Feature Flags Owner","callers use featureFlags owner; vendor name allowed only in implementation/generated/test/environment evidence","src\services\analytics\featureFlags.ts:1006:  }, GROWTHBOOK_REFRESH_INTERVAL_MS)"
