"path","term","count","surface","classification","releaseRisk"
"docs/DSXU_V20_P1_PRODUCT_SIGNAL_OWNER_CLEANUP_20260514.md","DeepSeek","2","internal-evidence-doc","configured-provider-brand-review","allowed-provider-reference-review"
"docs/DSXU_V20_PRIORITY_OWNER_PACKET_REVIEW_20260514.md","DeepSeek","2","internal-evidence-doc","configured-provider-brand-review","allowed-provider-reference-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","DeepSeek","2","internal-evidence-doc","configured-provider-brand-review","allowed-provider-reference-review"
"src/cli/handlers/auth.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/cli/handlers/util.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/cli/print.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/cost/cost.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/effort/effort.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/extra-usage/extra-usage-core.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/fast/fast.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/login/login.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/model/model.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/commands/rate-limit-options/index.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/ConsoleOAuthFlow.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/LogoV2/DsxuLongContextNotice.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/messages/AssistantTextMessage.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/ModelPicker.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/Onboarding.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/ResumeTask.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/components/Settings/Config.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/constants/prompts.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/constants/system.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/cost/__tests__/cost.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/A-2A-kairos-integration-harness.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/agent-runtime-mainline-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/api-microcompact-bridge.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/api-service.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/background-governance-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/benchmark-runner-route-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/cold-mode-cost-planning-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/deepseek-v4-control-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/direct-connect-and-query-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/dsxu-api-key-auth-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/engine.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/experience-store-expanded-replay-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/experience-store-planning-context-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/experience-store-replay-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/final-report-usage-evidence-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/gear-box.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/goal-driven-optimization-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/H-4R-integration-harness.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/live-provider-gate-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/llm-adapter-owner-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/mainline-tool-adapter-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/model-config.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/phase12-live-cost-matrix-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/prompt-cache-break-detection.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/provider-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/provider-migration-model-alias-isolation-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/proxy-budget-guard.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/query-route-verification-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/remote-lifecycle-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/same-window-topic-boundary-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/tool-definition-v20.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v11-100-point-roadmap-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v12-prompt-governance-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-baseline-failure-reporter-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-benchmark-readiness-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-code-terminal-10-runner-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-evidence-eval-pack-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-experience-live-report-ingest-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-go-stop-decision-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-live-real-task-compare-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-open-source-package-gate-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-prompt-prefix-cache-builder-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-prompt-prefix-cache-evidence-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-real-task-route-plan-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-route-cache-dynamic-tail-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v18-route-cache-roi-smoke-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v19-cost-cache-live-task-evidence-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v6-mainline-completion-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v7-productization-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v8-agent-long-run-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v8-product-build-contract-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/v8-real-mcp-server-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/wave2.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/wave4-core.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/wave4-extended.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/__tests__/wave5-doctor.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/adr-review.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/api-service.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/background-governance-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/brief/brief-generator.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/cache-monitor.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/classify/classifier.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/cli.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/cold-mode-cost-planning.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/compact.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/compact/compact-pipeline.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/config.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/context-builder.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/context-window-manager-v1.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/cost-tracker.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/deepseek-model-policy.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/doctor.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/engine-tool-adapter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/final-report-usage-evidence.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/gear-box.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/goal-driven-optimization-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/high-pressure-reference-absorption-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/index.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/llm-adapter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/memory-extractor.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/memory-pipeline.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/model-config.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/model-gateway-client.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/model-limits.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/model-routing-control.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/next-stage-productization-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/phase12-experience-oracle.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/phase12-live-cost-matrix-v1.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/profiles/index.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/proxy-budget-guard.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/query-loop.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/reference-experience-quality-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/reference-governance-absorption-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/release-test-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/runtime-state-machine.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/session-adapter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/session-state.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/skills-adapter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/skills-executor.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/system-prompt.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/token-estimator.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/types.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v10-reference-behavior-productization-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v11-100-point-roadmap-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-baseline-failure-reporter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-benchmark-readiness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-code-terminal-10-runner.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-evidence-eval-pack.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-go-stop-decision.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-live-deepseek-benchmark-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-live-real-task-compare.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-model-public-surface-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-open-source-package-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-prompt-prefix-cache-builder.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-proprietary-code-risk-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-public-surface-clean-gate.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-real-task-route-plan.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-route-cache-dynamic-tail.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-route-cache-roi-smoke.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v18-stage-close-readiness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v19-cost-cache-live-task-evidence.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v6-mainline-completion-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v7-productization-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/engine/v8-product-build-contract.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/code-mode-surgical-loop-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/context-hygiene-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/experience-store-expanded-replay-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/experience-store-replay-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/experience-store-smooth-resume-pack-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/live-provider-gate-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/local-agent-background-lifecycle-v1-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/dsxu/integration/harness/real-tui-harness.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/entrypoints/agentSdkTypes.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/entrypoints/dsxu-code.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/entrypoints/sdk/coreSchemas.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/localRecoveryCli.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/local-work/infrastructure/config/config.service.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/main.tsx","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/migrations/migrateFennecToOpus.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/migrations/migrateLegacyOpusToCurrent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/query.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/query/config.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/schemas/hooks.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/__tests__/sampling-policy.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/__tests__/swe-bench.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/bootstrap.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/client.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/deepseek-adapter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/deepseek-adapter-cache-prefix-v1.test.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/deepseek-fim.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/dsxu.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/dsxuTransport.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/api/promptCacheBreakDetection.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/auth/dsxuBillingAccess.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/auth/dsxuProviderAuth.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/cache-stats.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/compact/apiMicrocompact.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/compact/compact.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/sampling-policy.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/swe-bench/runner.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/services/tools/toolOrchestration.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/skills/bundled/dsxuApi.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/skills/bundled/dsxuApiContent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/skills/bundled/scheduleRemoteAgents.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/skills/bundled/updateConfig.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/Tool.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/dsxuCodeGuideAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/exploreAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/generalPurposeAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/planAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/statuslineSetup.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/built-in/verificationAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/prompt.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/AgentTool/runAgent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/BashTool/bashPermissions.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/FileReadTool/FileReadTool.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/PowerShellTool/pathValidation.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/PowerShellTool/powershellPermissions.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/tools/schema-lint.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/types/command.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/analyzeContext.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/agent.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/deepseekV4Control.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
