"commandId","group","ownerPacket","pathCount","status","exitCode","stdoutTail","stderrTail","startedAt","finishedAt"
"product:V20-OGR-04-mcp-skill-plugin-registry:4","product","V20-OGR-04-mcp-skill-plugin-registry","21","STAGED","0","","pPluginIntegration.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/officialMarketplaceGcs.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/officialMarketplaceStartupCheck.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/pluginLoader.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/pluginOptionsStorage.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/refresh.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/validatePlugin.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/plugins/zipCacheAdapters.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.309Z","2026-05-15T02:26:26.408Z"
"product:V20-OGR-05-agent-task-lifecycle:1","product","V20-OGR-05-agent-task-lifecycle","40","STAGED","0","","warning: in the working copy of 'src/commands/agents/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/tasks/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/agents/ModelSelector.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/agents/generateAgent.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.408Z","2026-05-15T02:26:26.491Z"
"product:V20-OGR-05-agent-task-lifecycle:2","product","V20-OGR-05-agent-task-lifecycle","40","STAGED","0","","warning: in the working copy of 'src/components/Messages.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/messages/RateLimitMessage.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.491Z","2026-05-15T02:26:26.573Z"
"product:V20-OGR-05-agent-task-lifecycle:3","product","V20-OGR-05-agent-task-lifecycle","40","STAGED","0","","warning: in the working copy of 'src/components/tasks/RemoteSessionDetailDialog.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/v19-cost-cache-live-task-evidence-v1.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/v19-cost-cache-live-task-evidence.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.573Z","2026-05-15T02:26:26.658Z"
"product:V20-OGR-05-agent-task-lifecycle:4","product","V20-OGR-05-agent-task-lifecycle","40","STAGED","0","","/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tasks/LocalShellTask/guards.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/AgentTool.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/agentMemorySnapshot.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/agentToolUtils.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/built-in/dsxuCodeGuideAgent.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/built-in/verificationAgent.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/AgentTool/builtInAgents.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.658Z","2026-05-15T02:26:26.743Z"
"product:V20-OGR-05-agent-task-lifecycle:5","product","V20-OGR-05-agent-task-lifecycle","40","STAGED","0","","be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/messages.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/messages/systemInit.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/agent.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/swarm/permissionSync.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/swarm/spawnUtils.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/swarm/teamHelpers.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/tasks.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/teammate.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.743Z","2026-05-15T02:26:26.829Z"
"product:V20-OGR-05-agent-task-lifecycle:6","product","V20-OGR-05-agent-task-lifecycle","2","STAGED","0","","warning: in the working copy of 'src/utils/teammateMailbox.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.829Z","2026-05-15T02:26:26.898Z"
"product:V20-OGR-05-external-integration-adapter-boundary:1","product","V20-OGR-05-external-integration-adapter-boundary","32","STAGED","0","","ouches it
warning: in the working copy of 'src/dsxu/engine/__tests__/external-integration-owner-v20.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/boundedUuidSet.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/dsxuLocalProviderBackend.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/dsxuRemoteBridgeFacade.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/dsxuRemoteSessionCoordinator.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/dsxuSdkMessageProjection.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/bridge/remotePermissionProjection.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.898Z","2026-05-15T02:26:26.980Z"
"product:V20-OGR-06-ui-tui-visible-state:1","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/AutoModeOptInDialog.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/ConsoleOAuthFlow.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:26.980Z","2026-05-15T02:26:27.065Z"
"product:V20-OGR-06-ui-tui-visible-state:2","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/DesktopHandoff.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/DiagnosticsDisplay.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/Feedback.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/FeedbackSurvey/submitTranscriptShare.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/FeedbackSurvey/useFeedbackSurvey.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/grove/Grove.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.065Z","2026-05-15T02:26:27.151Z"
"product:V20-OGR-06-ui-tui-visible-state:3","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/LogSelector.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/LogoV2/ChannelsNotice.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/LogoV2/DsxuLongContextNotice.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/LogoV2/GuestPassesUpsell.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/LogoV2/OverageCreditUpsell.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/LogoV2/feedConfigs.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/memory/MemoryFileSelector.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.151Z","2026-05-15T02:26:27.235Z"
"product:V20-OGR-06-ui-tui-visible-state:4","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/Onboarding.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/permissions/hooks.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.235Z","2026-05-15T02:26:27.321Z"
"product:V20-OGR-06-ui-tui-visible-state:5","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/PromptInput/PromptInput.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/PromptInput/PromptInputFooterLeftSide.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.321Z","2026-05-15T02:26:27.406Z"
"product:V20-OGR-06-ui-tui-visible-state:6","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/components/ScrollKeybindingHandler.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/Settings/Config.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/components/Settings/Usage.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.406Z","2026-05-15T02:26:27.495Z"
"product:V20-OGR-06-ui-tui-visible-state:7","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/hooks/notifs/useCanSwitchToExistingSubscription.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/hooks/notifs/useModelMigrationNotifications.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.495Z","2026-05-15T02:26:27.579Z"
"product:V20-OGR-06-ui-tui-visible-state:8","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","warning: in the working copy of 'src/hooks/useAssistantHistory.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/hooks/useChromeExtensionNotification.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.579Z","2026-05-15T02:26:27.673Z"
"product:V20-OGR-06-ui-tui-visible-state:9","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","","2026-05-15T02:26:27.673Z","2026-05-15T02:26:27.745Z"
"product:V20-OGR-06-ui-tui-visible-state:10","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","","2026-05-15T02:26:27.745Z","2026-05-15T02:26:27.805Z"
"product:V20-OGR-06-ui-tui-visible-state:11","product","V20-OGR-06-ui-tui-visible-state","40","STAGED","0","","","2026-05-15T02:26:27.805Z","2026-05-15T02:26:27.864Z"
"product:V20-OGR-06-ui-tui-visible-state:12","product","V20-OGR-06-ui-tui-visible-state","36","STAGED","0","","he working copy of 'src/dsxu/control-plane/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/screens/REPL.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/voiceStreamSTT.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/BashTool/BashToolResultMessage.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/EnterPlanModeTool/UI.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/tools/ExitPlanModeTool/UI.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/voice/voiceModeEnabled.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/control-plane/operatorStateProjection.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.864Z","2026-05-15T02:26:27.934Z"
"product:V20-OGR-07-provider-migration-model-cost:1","product","V20-OGR-07-provider-migration-model-cost","40","STAGED","0","","ngine/provider-contract.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/v18-model-public-surface-gate.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/v18-provider-service-shell-policy.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/constants/providerMigrationProtocol.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/control-plane/controlProviderMigrationProtocol.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/provider-migration-model-alias-isolation-v1.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/provider-migration-model-migration-boundary-v1.test.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:27.934Z","2026-05-15T02:26:28.004Z"
"product:V20-OGR-07-provider-migration-model-cost:2","product","V20-OGR-07-provider-migration-model-cost","40","STAGED","0","","ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/types/providerSdk.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/api.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/migrations/providerMigrationModelMigrations.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/auth/dsxuBillingAccess.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/auth/dsxuProviderAuth.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/auth/dsxuProviderControlAuth.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/mockRateLimitsProviderMigration/providerMigrationRateLimitClaim.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.004Z","2026-05-15T02:26:28.086Z"
"product:V20-OGR-07-provider-migration-model-cost:3","product","V20-OGR-07-provider-migration-model-cost","27","STAGED","0","","laced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationSmallModelQuery.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationThinking.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationToolSearchModel.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationUltraplanModel.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationUsageLimit.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/model/providerMigration/providerMigrationWebSearchModel.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.086Z","2026-05-15T02:26:28.169Z"
"product:V20-OGR-08-cli-command-transport:1","product","V20-OGR-08-cli-command-transport","40","STAGED","0","","xt time Git touches it
warning: in the working copy of 'src/commands/chrome/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/clear/caches.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/clear/conversation.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/clear/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/color/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/commit-push-pr.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/compact/compact.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/compact/index.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.169Z","2026-05-15T02:26:28.240Z"
"product:V20-OGR-08-cli-command-transport:2","product","V20-OGR-08-cli-command-transport","40","STAGED","0","","uches it
warning: in the working copy of 'src/commands/feedback/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/files/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/heapdump/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/help/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/hooks/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/ide/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/insights.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/install-github-app/CheckExistingSecretStep.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.240Z","2026-05-15T02:26:28.346Z"
"product:V20-OGR-08-cli-command-transport:3","product","V20-OGR-08-cli-command-transport","40","STAGED","0","",": in the working copy of 'src/commands/output-style/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/passes/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/perf-issue/index.js', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/permissions/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/plan/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/pr_comments/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/privacy-settings/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/rate-limit-options/index.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.346Z","2026-05-15T02:26:28.439Z"
