"c2Action","claudePath","dsxuPath","c2OwnerFamily","primarySignal","targetOwnerPacket","currentGitStatus","currentReviewState","signoffDecision"
"review_candidate","services/PromptSuggestion/speculation.ts","src/services/PromptSuggestion/speculation.ts","unclassified_support","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","services/teamMemorySync/teamMemSecretGuard.ts","src/services/teamMemorySync/teamMemSecretGuard.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","services/teamMemorySync/watcher.ts","src/services/teamMemorySync/watcher.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","services/tips/tipScheduler.ts","src/services/tips/tipScheduler.ts","unclassified_support","memory_context","V20-OGR-12-shared-platform-utilities","M","owner-review-required","adapt_or_exclude_product_specific_after_owner_review"
"review_candidate","services/toolUseSummary/toolUseSummaryGenerator.ts","src/services/toolUseSummary/toolUseSummaryGenerator.ts","unclassified_support","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","state/AppState.tsx","src/state/AppState.tsx","unclassified_support","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","state/selectors.ts","src/state/selectors.ts","unclassified_support","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","state/store.ts","src/state/store.ts","unclassified_support","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","Task.ts","src/Task.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks.ts","src/tasks.ts","unclassified_support","tool_runtime","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/DreamTask/DreamTask.ts","src/tasks/DreamTask/DreamTask.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/LocalMainSessionTask.ts","src/tasks/LocalMainSessionTask.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/LocalShellTask/guards.ts","src/tasks/LocalShellTask/guards.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/LocalShellTask/killShellTasks.ts","src/tasks/LocalShellTask/killShellTasks.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/LocalShellTask/LocalShellTask.tsx","src/tasks/LocalShellTask/LocalShellTask.tsx","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/pillLabel.ts","src/tasks/pillLabel.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_candidate","tasks/stopTask.ts","src/tasks/stopTask.ts","unclassified_support","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","map_to_named_dsxu_owner_for_absorption_review"
"review_absorb_as_shared_utility_only_if_imported","tasks/types.ts","src/tasks/types.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/generated/events_mono/claude_code/v1/claude_code_internal_event.ts","src/types/generated/events_mono/claude_code/v1/claude_code_internal_event.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/generated/events_mono/common/v1/auth.ts","src/types/generated/events_mono/common/v1/auth.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","M","high-risk-owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/generated/google/protobuf/timestamp.ts","src/types/generated/google/protobuf/timestamp.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/ids.ts","src/types/ids.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/logs.ts","src/types/logs.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","types/plugin.ts","src/types/plugin.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","M","high-risk-owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_candidate","upstreamproxy/relay.ts","src/upstreamproxy/relay.ts","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","not-in-current-git-status","c2-owner-review-only","adapt_or_exclude_product_specific_after_owner_review"
"review_absorb_as_shared_utility_only_if_imported","utils/abortController.ts","src/utils/abortController.ts","support_util","coding_workflow","V20-OGR-03-tool-permission-lifecycle","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/activityManager.ts","src/utils/activityManager.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/ansiToPng.ts","src/utils/ansiToPng.ts","support_util","memory_context","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/ansiToSvg.ts","src/utils/ansiToSvg.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/appleTerminalBackup.ts","src/utils/appleTerminalBackup.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/argumentSubstitution.ts","src/utils/argumentSubstitution.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/array.ts","src/utils/array.ts","support_util","coding_workflow","V20-OGR-03-tool-permission-lifecycle","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/asciicast.ts","src/utils/asciicast.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/authFileDescriptor.ts","src/utils/authFileDescriptor.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","M","high-risk-owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/authPortable.ts","src/utils/authPortable.ts","support_util","permission_safety","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/autoModeDenials.ts","src/utils/autoModeDenials.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/autoRunIssue.tsx","src/utils/autoRunIssue.tsx","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/bashParser.ts","src/utils/bash/bashParser.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/bashPipeCommand.ts","src/utils/bash/bashPipeCommand.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/heredoc.ts","src/utils/bash/heredoc.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/ParsedCommand.ts","src/utils/bash/ParsedCommand.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/parser.ts","src/utils/bash/parser.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/prefix.ts","src/utils/bash/prefix.ts","support_util","coding_workflow","V20-OGR-03-tool-permission-lifecycle","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/registry.ts","src/utils/bash/registry.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/shellCompletion.ts","src/utils/bash/shellCompletion.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/shellPrefix.ts","src/utils/bash/shellPrefix.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/shellQuote.ts","src/utils/bash/shellQuote.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/ShellSnapshot.ts","src/utils/bash/ShellSnapshot.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/alias.ts","src/utils/bash/specs/alias.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/index.ts","src/utils/bash/specs/index.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/nohup.ts","src/utils/bash/specs/nohup.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/pyright.ts","src/utils/bash/specs/pyright.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/sleep.ts","src/utils/bash/specs/sleep.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/srun.ts","src/utils/bash/specs/srun.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/time.ts","src/utils/bash/specs/time.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/specs/timeout.ts","src/utils/bash/specs/timeout.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bash/treeSitterAnalysis.ts","src/utils/bash/treeSitterAnalysis.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/binaryCheck.ts","src/utils/binaryCheck.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/browser.ts","src/utils/browser.ts","support_util","permission_safety","V20-OGR-03-tool-permission-lifecycle","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bufferedWriter.ts","src/utils/bufferedWriter.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/bundledMode.ts","src/utils/bundledMode.ts","support_util","support_util","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/caCerts.ts","src/utils/caCerts.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/caCertsConfig.ts","src/utils/caCertsConfig.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cachePaths.ts","src/utils/cachePaths.ts","support_util","memory_context","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/CircularBuffer.ts","src/utils/CircularBuffer.ts","support_util","support_util","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
