path,primaryLabel,capability,kind,owner,action,defaultMainline,exposure,claimAllowed,modelPromptAllowed,reason
bunfig.toml,unclassified,core-or-unclear,config,Runtime Config / Release Surface,keep-release-surface,false,not-exposed,false,false,V6 Phase 0 assigns Runtime Config / Release Surface; action=keep-release-surface; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/analyzers/scoring-analyzer.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/api-microcompact-bridge.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/background-governance-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/baseline-failure-reporter.ts,unclassified,recovery-rollback,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/brief/brief-generator.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/bug-brain.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/bug-brain/export.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/bug-brain/index.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/bug-brain/integration.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/bug-brain/types.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/checks-as-rules.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/checks-orchestrator.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/circuit-breaker.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/classify/classifier.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/coding-task-runner.ts,unclassified,agent-task-orchestration,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/compact/compact-pipeline.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/data-sources/github-source.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/debug-tools.ts,unclassified,tool-system,dsxu-engine,Tool Gate / Tool View,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Tool Gate / Tool View; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/dsxu-retirement-plan.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/effort-routing.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/entrypoint-policy.ts,unclassified,permission-safety,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/episode-memory.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/executor-openhands-adapter.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/experience-live-report-ingest.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/experience-store-persistence.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/file-watcher.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/five-task-release-gate.ts,unclassified,agent-task-orchestration,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/formatters.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/frontmatter-parser.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/frontmatter-tool.ts,unclassified,tool-system,dsxu-engine,Tool Gate / Tool View,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Tool Gate / Tool View; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/full-absorb-executor.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/full-absorb.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/git-tools.ts,unclassified,tool-system,dsxu-engine,Tool Gate / Tool View,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Tool Gate / Tool View; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/goal-driven-optimization-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/goal-roadmap-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/graph/graph-memory.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/graph/index.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/graph/types.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/lifecycle-protocol-manager.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/live-real-task-compare.ts,unclassified,agent-task-orchestration,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/magic-docs-tool.ts,unclassified,tool-system,dsxu-engine,Tool Gate / Tool View,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Tool Gate / Tool View; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/magic-docs.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/mainline-completion-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory-pipeline.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory-refill-control.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory-registry.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/episode-memory.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/index.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/memory-extractor.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/memory-registry.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/memory-search.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/memory-system.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/types.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/unified-memory-manager.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/memory/utils.ts,unclassified,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/middlewares/lsp-gate.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/middlewares/metrics-error.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/middlewares/runtime-trace.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/middlewares/sanitize.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/model-gateway-client.ts,unclassified,provider-model-cost-cache,dsxu-engine,DeepSeek Provider / Cost Cache,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns DeepSeek Provider / Cost Cache; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/model-limits.ts,unclassified,provider-model-cost-cache,dsxu-engine,DeepSeek Provider / Cost Cache,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns DeepSeek Provider / Cost Cache; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/next-stage-productization-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/parallel-tools.ts,unclassified,tool-system,dsxu-engine,Tool Gate / Tool View,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Tool Gate / Tool View; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/patch-engine.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/problem-slicer.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/product-build-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/product-reality-hardening-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/productization-contract.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/profiles/index.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/prompt-cache-break-detection.ts,unclassified,provider-model-cost-cache,dsxu-engine,DeepSeek Provider / Cost Cache,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns DeepSeek Provider / Cost Cache; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/prompt-profile.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/prompt-section-router.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/proxy-budget-guard.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/real-gap-acceptance.ts,unclassified,evidence-release-benchmark,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/real-task-route-plan.ts,unclassified,agent-task-orchestration,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/recovery/integration.ts,unclassified,recovery-rollback,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/recovery/types.ts,unclassified,recovery-rollback,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/repo-brain.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/engine/reporters/daily-markdown-reporter.ts,unclassified,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
