path,owner,decision,capability,kind,exposure,importedByCount,activeImportCount,docReferenceCount,testReferenceCount,scriptReferenceCount,claimAllowed,modelPromptAllowed,requiredNextAction,reason,evidence
src/coordinator/voting/contract.ts,Frozen Agent Evidence Owner,legacy,core-or-unclear,source,doc-only,4,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=4; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/coordinator/voting/similarity.ts,Frozen Agent Evidence Owner,legacy,core-or-unclear,source,doc-only,2,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=2; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/coordinator/voting/voter.ts,Frozen Agent Evidence Owner,legacy,core-or-unclear,source,doc-only,1,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/engine/dsxu-retirement-plan.ts,Query Loop / Execution Contract,legacy,core-or-unclear,dsxu-engine,doc-only,0,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=0; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/executor-openhands-adapter.ts,Query Loop / Execution Contract,legacy,core-or-unclear,dsxu-engine,doc-only,0,0,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=0; activeImports=0; docRefs=5; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/full-absorb-executor.ts,Query Loop / Execution Contract,legacy,core-or-unclear,dsxu-engine,doc-only,1,0,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=0; docRefs=5; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/full-absorb.ts,Query Loop / Execution Contract,legacy,core-or-unclear,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/full-absorb-executor.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/runtime/example.ts,Query Loop / Execution Contract,legacy,core-or-unclear,dsxu-engine,doc-only,0,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=0; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/msa/embedding-ollama.ts,Owner Review Queue,legacy,core-or-unclear,source,doc-only,3,2,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=3; activeImports=2; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/msa/index.ts; activeImport:src/dsxu/msa/l3-archive.ts; docRef:docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/msa/index.ts,Owner Review Queue,legacy,core-or-unclear,source,doc-only,1,0,6,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=0; docRefs=6; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/network/dsxuRelayProxy.ts,Owner Review Queue,legacy,core-or-unclear,source,doc-only,1,1,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/network/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/network/index.ts,Owner Review Queue,legacy,core-or-unclear,source,doc-only,3,0,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=3; activeImports=0; docRefs=5; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/network/proxyEnv.ts,Owner Review Queue,legacy,configuration,source,doc-only,1,1,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/network/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/network/relayPolicy.ts,Owner Review Queue,legacy,permission-safety,source,doc-only,3,3,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=3; activeImports=3; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/network/dsxuRelayProxy.ts; activeImport:src/dsxu/network/index.ts; activeImport:src/dsxu/network/proxyEnv.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/local-work/core/task/entities/task.entity.ts,Owner Review Queue,legacy,agent-task-orchestration,source,doc-only,1,1,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/local-work/core/task/services/task-engine.service.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/local-work/core/task/services/task-engine.service.ts,Owner Review Queue,legacy,agent-task-orchestration,source,doc-only,0,0,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=0; activeImports=0; docRefs=5; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/local-work/infrastructure/config/config.service.ts,Owner Review Queue,legacy,configuration,source,doc-only,0,0,5,0,0,false,false,Keep frozen outside default runtime; require explicit owner review before any default exposure.,This is retained as frozen legacy/research boundary and must not enter default runtime or product prompt.,importedBy=0; activeImports=0; docRefs=5; testRefs=0; scriptRefs=0; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/control-plane/controlJwt.ts,Control Plane / Operator State Owner,mainline-owner,core-or-unclear,source,doc-only,1,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/control-plane/index.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/control-plane/controlMain.ts,Control Plane / Operator State Owner,mainline-owner,core-or-unclear,source,doc-only,1,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/control-plane/index.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/control-plane/controlMessaging.ts,Control Plane / Operator State Owner,mainline-owner,core-or-unclear,source,doc-only,3,3,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=3; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/control-plane/controlMain.ts; activeImport:src/dsxu/control-plane/inboundControlMessages.ts; activeImport:src/dsxu/control-plane/index.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/control-plane/inboundControlMessages.ts,Control Plane / Operator State Owner,mainline-owner,core-or-unclear,source,doc-only,2,2,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/control-plane/controlMain.ts; activeImport:src/dsxu/control-plane/index.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/control-plane/operatorStateProjection.ts,Control Plane / Operator State Owner,mainline-owner,core-or-unclear,source,doc-only,2,2,9,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=9; testRefs=0; scriptRefs=0; activeImport:src/dsxu/control-plane/index.ts; activeImport:src/dsxu/engine/real-gap-acceptance.ts; docRef:docs/DSXU_V20_CLOSURE_BOARD_20260515.md; docRef:docs/DSXU_V20_MASTER_PLAN_20260514.md
src/dsxu/engine/accessibility-tree.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,2,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/tool-capability-pool.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/engine/adapters/file-edit-adapter.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,8,1,8,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=8; activeImports=1; docRefs=8; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/tool-protocol-integration.ts; docRef:docs/DSXU_V1_CORE_EXECUTION_PLAN_20260518.md; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md
src/dsxu/engine/adr-review.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.md; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md
src/dsxu/engine/brief/brief-generator.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,2,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-context-compact/index.ts; activeImport:src/dsxu/engine/tool-mainline-runtime-v1.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/bug-brain.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,4,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=4; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/recovery/integration.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json
src/dsxu/engine/bug-brain/index.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,10,4,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=10; activeImports=4; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/bug-brain.ts; activeImport:src/dsxu/engine/bug-brain/export.ts; activeImport:src/dsxu/engine/bug-brain/integration.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json
src/dsxu/engine/bug-brain/integration.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,13,3,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=13; activeImports=3; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/bug-brain.ts; activeImport:src/dsxu/engine/bug-brain/export.ts; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json
src/dsxu/engine/bug-brain/types.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,10,7,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=10; activeImports=7; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/bug-brain.ts; activeImport:src/dsxu/engine/bug-brain/export.ts; activeImport:src/dsxu/engine/bug-brain/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json
src/dsxu/engine/checks-as-rules.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/reviewer-subagent.ts; activeImport:src/dsxu/engine/verify-gate.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/circuit-breaker.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,4,3,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=4; activeImports=3; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/api-service.ts; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/query-loop.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/classify/classifier.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,1,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-context-compact/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/coding-task-runner.ts,Query Loop / Execution Contract,mainline-owner,agent-task-orchestration,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/compact/compact-pipeline.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,2,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-context-compact/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/debug-tools.ts,Tool Gate / Tool View,mainline-owner,tool-system,dsxu-engine,doc-only,3,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/tool-capability-pool.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
