"claudePath","c2Action","c2OwnerFamily","primarySignal","targetOwnerPacket","executionDecision","signoffState"
"bridge/debugUtils.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/envLessBridgeConfig.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/flushGate.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/inboundAttachments.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/inboundMessages.ts","adapt_or_exclude_product_specific","experience_ui","memory_context","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/initReplBridge.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/jwtUtils.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/pollConfig.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","permission_safety","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/pollConfigDefaults.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-05-agent-task-lifecycle","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/remoteBridgeCore.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/replBridge.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/replBridgeHandle.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-05-agent-task-lifecycle","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/replBridgeTransport.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/sessionIdCompat.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-05-agent-task-lifecycle","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/sessionRunner.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/trustedDevice.ts","adapt_or_exclude_product_specific","permission_gate","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/types.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"bridge/workSecret.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-05-agent-task-lifecycle","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/companion.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/CompanionSprite.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/prompt.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/sprites.ts","adapt_or_exclude_product_specific","unclassified_support","permission_safety","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/types.ts","adapt_or_exclude_product_specific","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"buddy/useBuddyNotification.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/exit.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/agents.ts","absorb_into_dsxu_mainline","agent_lifecycle","tool_runtime","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/auth.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/autoMode.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/mcp.tsx","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/plugins.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/handlers/util.tsx","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/ndjsonSafeStringify.ts","review_candidate","unclassified_support","permission_safety","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/print.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/remoteIO.ts","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/structuredIO.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/ccrClient.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/HybridTransport.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/SerialBatchEventUploader.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/SSETransport.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/transportUtils.ts","review_absorb_as_shared_utility_only_if_imported","support_util","coding_workflow","V20-OGR-08-cli-command-transport","retain-only-if-imported-by-named-owner-else-replace-delete","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/WebSocketTransport.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/transports/WorkerStateUploader.ts","review_candidate","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","mapped-review-candidate-to-owner-or-exclude","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"cli/update.ts","adapt_or_exclude_product_specific","unclassified_support","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-06-ui-tui-visible-state","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/add-dir/add-dir.tsx","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/add-dir/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/add-dir/validation.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/advisor.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/agents/agents.tsx","absorb_into_dsxu_mainline","agent_lifecycle","permission_safety","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/agents/index.ts","absorb_into_dsxu_mainline","agent_lifecycle","agent_lifecycle","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/ant-trace/index.js","absorb_into_dsxu_mainline","coding_workflow","telemetry_data","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/autofix-pr/index.js","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/backfill-sessions/index.js","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/branch/branch.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/branch/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/break-cache/index.js","absorb_into_dsxu_mainline","coding_workflow","provider_model","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/bridge/bridge.tsx","adapt_or_exclude_product_specific","mcp_skill_plugin","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/bridge/index.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/bridge-kick.ts","absorb_into_dsxu_mainline","mcp_skill_plugin","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/brief.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/btw/btw.tsx","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/btw/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/bughunter/index.js","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/chrome/chrome.tsx","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/chrome/index.ts","adapt_or_exclude_product_specific","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/clear/caches.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/clear/clear.ts","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/clear/conversation.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/clear/index.ts","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/color/color.ts","absorb_into_dsxu_mainline","coding_workflow","tool_runtime","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/color/index.ts","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/commit.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/commit-push-pr.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/compact/compact.ts","absorb_into_dsxu_mainline","model_cost_context","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/compact/index.ts","absorb_into_dsxu_mainline","model_cost_context","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/config/config.tsx","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/config/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/context/context.tsx","absorb_into_dsxu_mainline","model_cost_context","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/context/context-noninteractive.ts","absorb_into_dsxu_mainline","model_cost_context","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/context/index.ts","absorb_into_dsxu_mainline","model_cost_context","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/copy/copy.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/copy/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/cost/cost.ts","adapt_or_exclude_product_specific","model_cost_context","telemetry_data","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/cost/index.ts","adapt_or_exclude_product_specific","model_cost_context","memory_context","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/createMovedToPluginCommand.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/ctx_viz/index.js","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/debug-tool-call/index.js","absorb_into_dsxu_mainline","coding_workflow","tool_runtime","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/desktop/desktop.tsx","absorb_into_dsxu_mainline","coding_workflow","ui_interaction","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/desktop/index.ts","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/diff/diff.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/diff/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/doctor/doctor.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/doctor/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/effort/effort.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/effort/index.ts","absorb_into_dsxu_mainline","coding_workflow","telemetry_data","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/env/index.js","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/exit/exit.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/exit/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/export/export.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/export/index.ts","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/extra-usage/extra-usage.tsx","absorb_into_dsxu_mainline","coding_workflow","memory_context","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/extra-usage/extra-usage-core.ts","adapt_or_exclude_product_specific","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/extra-usage/extra-usage-noninteractive.ts","absorb_into_dsxu_mainline","coding_workflow","telemetry_data","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/extra-usage/index.ts","adapt_or_exclude_product_specific","coding_workflow","permission_safety","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/fast/fast.tsx","absorb_into_dsxu_mainline","coding_workflow","coding_workflow","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/fast/index.ts","absorb_into_dsxu_mainline","coding_workflow","ui_interaction","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/feedback/feedback.tsx","absorb_into_dsxu_mainline","coding_workflow","tool_runtime","V20-OGR-08-cli-command-transport","absorb-into-named-dsxu-owner","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
"commands/feedback/index.ts","adapt_or_exclude_product_specific","coding_workflow","permission_safety","V20-OGR-08-cli-command-transport","adapt-provider-neutral-or-exclude-product-specific","C2_MAPPED_PENDING_OWNER_GIT_SIGNOFF"
