path,status,deleteSafety,transformPotential,size,lines,version,claimRisk,releaseRisk,absorbedBy,remainingSignals,referencedBy,recommendedAction,title
"docs/DSXU_V24_COMPLETED_REACCEPTANCE_20260515.md","historical-evidence","after-signal-extraction","high","1790","27","V24","true","false","V6 Proof/Recovery/Gates; V6 claim boundary; future replay/scenario bank","verification-recovery-gates; deepseek-routing-cost-cache; claim-boundary-and-public-wording; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_ARCHIVE_WATCHLIST_20260519.md; docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json; docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_REVIEW_INPUT_20260515.json; docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json","extract signals into V6/V6-S backlog before archive: verification-recovery-gates, deepseek-routing-cost-cache, claim-boundary-and-public-wording, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Completed Reacceptance - 20260515"
"docs/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.md","historical-evidence","after-signal-extraction","high","3780","59","V24","true","true","V6 claim boundary; future release/IP phase; future replay/scenario bank","deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_ARCHIVE_WATCHLIST_20260519.md; docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Complex Task Acceptance - 20260515"
"docs/DSXU_V24_EXECUTION_BATCH_20260515.md","historical-evidence","after-signal-extraction","high","4273","93","V24","true","true","V6-S Agent discipline; V6-S Skills/MCP expert layer; V6 claim boundary; future release/IP phase; future replay/scenario bank","agent-multi-window-orchestration; skill-mcp-workflow-boundary; deepseek-routing-cost-cache; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_ARCHIVE_WATCHLIST_20260519.md; docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: agent-multi-window-orchestration, skill-mcp-workflow-boundary, deepseek-routing-cost-cache, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Execution Batch - 20260515"
"docs/DSXU_V24_EXECUTION_PLAN_20260515.md","historical-evidence","after-signal-extraction","high","93690","1342","V24","true","true","V6-S Prompt Section Router; V6-S Agent discipline; V6-S Skills/MCP expert layer; V6-S Strict Schema / Tool View; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","prompt-behavior-discipline; agent-multi-window-orchestration; skill-mcp-workflow-boundary; tool-protocol-and-schema; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_ARCHIVE_WATCHLIST_20260519.md; docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json; docs/generated/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_20260515.json; docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json","extract signals into V6/V6-S backlog before archive: prompt-behavior-discipline, agent-multi-window-orchestration, skill-mcp-workflow-boundary, tool-protocol-and-schema, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 最终执行方案：DeepSeek 原侧 95 分高级编程体验收口"
"docs/DSXU_V24_FRESH_INSTALL_RELEASE_SMOKE_20260515.md","historical-evidence","after-signal-extraction","medium","2671","25","V24","true","true","V6-S Skills/MCP expert layer; V6 claim boundary; future release/IP phase","skill-mcp-workflow-boundary; deepseek-routing-cost-cache; claim-boundary-and-public-wording; release-ip-brand-risk","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.json; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","summarize claim/evidence/release signal before archive: skill-mcp-workflow-boundary, deepseek-routing-cost-cache, claim-boundary-and-public-wording, release-ip-brand-risk","DSXU V24 Fresh Install Release Smoke - 2026-05-15"
"docs/DSXU_V24_GITHUB_OPEN_SOURCE_LAUNCH_PACK_20260515.md","historical-evidence","after-signal-extraction","high","5599","77","V24","true","true","V6-S Agent discipline; V6-S Skills/MCP expert layer; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","agent-multi-window-orchestration; skill-mcp-workflow-boundary; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_MASTER_PLAN_20260515.md; docs/DSXU_V2_EXECUTION_PLAN_20260518_CN.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: agent-multi-window-orchestration, skill-mcp-workflow-boundary, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU GitHub Open Source Launch Pack - 2026-05-15"
"docs/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.md","historical-evidence","after-signal-extraction","high","2755","32","V24","false","true","V6-S Agent discipline; V6-S Skills/MCP expert layer; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","agent-multi-window-orchestration; skill-mcp-workflow-boundary; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json; docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_REVIEW_INPUT_20260515.json; docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json; docs/generated/DSXU_V24_SIX_STAGE_FINAL_TESTS_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.json","extract signals into V6/V6-S backlog before archive: agent-multi-window-orchestration, skill-mcp-workflow-boundary, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Interactive TUI Acceptance - 20260515"
"docs/DSXU_V24_PRODUCT_BENCHMARK_DATA_PACK_20260515.md","historical-evidence","after-signal-extraction","high","9553","91","V24","true","true","V6-S Prompt Section Router; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","prompt-behavior-discipline; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/BENCHMARK.md; docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PIPELINE_SUPPORT_OWNER_REVIEW_20260517.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: prompt-behavior-discipline, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Product Benchmark Data Pack - 20260515"
"docs/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.md","historical-evidence","after-signal-extraction","high","5911","79","V24","true","true","V6-S Prompt Section Router; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","prompt-behavior-discipline; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_MASTER_PLAN_20260515.md; docs/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.json; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json","extract signals into V6/V6-S backlog before archive: prompt-behavior-discipline, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Public Challenge Package - 20260515"
"docs/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_20260515.md","historical-evidence","after-signal-extraction","high","4350","65","V24","true","true","V6-S Prompt Section Router; V6-S Agent discipline; V6-S Skills/MCP expert layer; V6-S Strict Schema / Tool View; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","prompt-behavior-discipline; agent-multi-window-orchestration; skill-mcp-workflow-boundary; tool-protocol-and-schema; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_BRAND_COMPAT_RISK_BOARD_20260517.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: prompt-behavior-discipline, agent-multi-window-orchestration, skill-mcp-workflow-boundary, tool-protocol-and-schema, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Section 4.5 Experience Loop Audit - 20260515"
"docs/DSXU_V24_SENIOR_CODING_WINDOW_20260515.md","historical-evidence","after-signal-extraction","high","7980","84","V24","true","true","V6 claim boundary; future release/IP phase; future replay/scenario bank","deepseek-routing-cost-cache; benchmark-and-hit-rate-evidence; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_MASTER_PLAN_20260515.md; docs/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V26_PUBLIC_CHALLENGE_STABLE_EVIDENCE_PACK_20260515.json; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: deepseek-routing-cost-cache, benchmark-and-hit-rate-evidence, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Senior Coding Window - 20260515"
"docs/DSXU_V24_SIX_STAGE_FINAL_TESTS_20260515.md","historical-evidence","after-signal-extraction","high","11637","72","V24","true","true","V6-S Agent discipline; V6-S Strict Schema / Tool View; V6 Proof/Recovery/Gates; V6 claim boundary; future release/IP phase; future replay/scenario bank","agent-multi-window-orchestration; tool-protocol-and-schema; verification-recovery-gates; context-memory-ledger; deepseek-routing-cost-cache; claim-boundary-and-public-wording; release-ip-brand-risk; tui-visible-state-experience; scenario-test-corpus","docs/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.md; docs/DSXU_DOCS_TRUTH_REGISTRY_20260519.md; docs/DSXU_V24_EXECUTION_PLAN_20260515.md; docs/DSXU_V26_MASTER_PLAN_20260515.md; docs/generated/DSXU_ARCHIVE_WATCHLIST_20260519.json; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.csv; docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.csv; docs/generated/DSXU_DOCS_TRUTH_REGISTRY_20260519.json; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.csv; docs/generated/DSXU_DOC_SIGNAL_EXTRACTION_20260519.json; docs/generated/DSXU_PROMPT_INPUT_ALLOWLIST_20260519.json; docs/generated/DSXU_SCENARIO_REPLAY_BANK_20260519.json; docs/generated/DSXU_V20_OWNER_GIT_MUTATION_PREFLIGHT_20260515.json; docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json; docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.csv; docs/generated/DSXU_V6_OWNER_CLEANUP_CHECK_20260519.json; docs/generated/DSXU_V7_SCENARIO_REPLAY_LAYER_EVIDENCE_20260519.json","extract signals into V6/V6-S backlog before archive: agent-multi-window-orchestration, tool-protocol-and-schema, verification-recovery-gates, context-memory-ledger, deepseek-routing-cost-cache, claim-boundary-and-public-wording, release-ip-brand-risk, tui-visible-state-experience, scenario-test-corpus","DSXU V24 Six-Stage Final Tests - 2026-05-15"
