"referencePath","ownerPacket","riskPriority","disposition","priorPublicClaimStatus","finalDecision","closureState","v26ClosureState","publicClaimBoundary","reason","capabilityLoops","liveTuiApiEvidence"
"bridge/envLessBridgeConfig.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/inboundAttachments.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/inboundMessages.ts","V20-OGR-06-ui-tui-visible-state","P2","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json;.dsxu/trace/v24-interactive-tui-acceptance"
"bridge/initReplBridge.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/pollConfig.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/pollConfigDefaults.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/remoteBridgeCore.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/replBridge.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/replBridgeTransport.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/sessionIdCompat.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/sessionRunner.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/trustedDevice.ts","V20-OGR-03-tool-permission-lifecycle","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/tool-permission-regression-2026-05-15T07-18-27-204Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/types.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"bridge/workSecret.ts","V20-OGR-04-mcp-skill-plugin-registry","P2","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache",".dsxu/trace/v24-c2-loop-real-acceptance/agent-mcp-skill-regression-2026-05-15T07-18-31-377Z.stdout.log;docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json"
"buddy/companion.ts","V20-OGR-09-dsxu-engine-mainline","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;model-cost-cache;mcp-skill-ecosystem","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;.dsxu/trace/v24-complex-task-acceptance"
"buddy/CompanionSprite.tsx","V20-OGR-09-dsxu-engine-mainline","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;.dsxu/trace/v24-complex-task-acceptance"
"buddy/prompt.ts","V20-OGR-09-dsxu-engine-mainline","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;.dsxu/trace/v24-complex-task-acceptance"
"buddy/sprites.ts","V20-OGR-09-dsxu-engine-mainline","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;.dsxu/trace/v24-complex-task-acceptance"
"buddy/types.ts","V20-OGR-12-shared-platform-utilities","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json;docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json"
"buddy/useBuddyNotification.tsx","V20-OGR-09-dsxu-engine-mainline","P1","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json;.dsxu/trace/v24-complex-task-acceptance"
"cli/exit.ts","V20-OGR-08-cli-command-transport","P3","review_candidate_mapped_or_excluded","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","CLOSED_REVIEW_CANDIDATE_NAMED_OWNER","May cite only after the named DSXU owner evidence is referenced.","SIGNED_NO_REVIEW_BUCKET_LEFT","visible-work-state;tool-permission-lifecycle;source-truth-coding;model-cost-cache;mcp-skill-ecosystem","docs/generated/DSXU_V24_LIVE_ACCEPTANCE_ROUTER_20260515.json;docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json"
"cli/handlers/auth.ts","V20-OGR-08-cli-command-transport","P0","product_specific_adapt_or_exclude","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED","C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","CLOSED_PRODUCT_SPECIFIC_EXCLUDED_OR_DSXU_ADAPTED","May cite only DSXU-owned generic experience loop evidence, never reference-product parity.","SIGNED_REFERENCE_ONLY_OR_DSXU_ADAPTATION","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache;mcp-skill-ecosystem","docs/generated/DSXU_V24_LIVE_ACCEPTANCE_ROUTER_20260515.json;docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json"
"cli/handlers/autoMode.ts","V20-OGR-08-cli-command-transport","P3","review_candidate_mapped_or_excluded","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED","C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","SIGNED_NO_REVIEW_BUCKET_LEFT","CLOSED_REVIEW_CANDIDATE_NAMED_OWNER","May cite only after the named DSXU owner evidence is referenced.","SIGNED_NO_REVIEW_BUCKET_LEFT","visible-work-state;tool-permission-lifecycle;source-truth-coding;context-memory-recovery;model-cost-cache","docs/generated/DSXU_V24_LIVE_ACCEPTANCE_ROUTER_20260515.json;docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json"
